submitted_at,filled_at,canceled_at,symbol,asset_class,side,order_type,qty,filled_qty,filled_avg_price,limit_price,stop_price,status,id
2026-06-11 14:53:18.742283+00:00,2026-06-11 14:53:18.802251+00:00,,OXY260717C00060000,us_option,buy,market,1,1,1.95,,,filled,ef951871-9198-428c-8af1-ff7e7d105af8
2026-06-11 14:44:22.894052+00:00,2026-06-11 14:44:22.917392+00:00,,WMT260717C00125000,us_option,sell,market,1,1,2.52,,,filled,430fa818-8ce9-42de-b82f-a09f028d2d82
2026-06-11 14:44:11.580357+00:00,2026-06-11 14:44:11.623835+00:00,,ORCL260717P00190000,us_option,sell,market,2,2,17.45,,,filled,c4f5bdd5-4458-4831-894f-121c32737f96
2026-06-11 14:43:59.843357+00:00,2026-06-11 14:43:59.949322+00:00,,PFE260717C00027000,us_option,sell,market,1,1,0.45,,,filled,d6a8c725-dbf1-405e-b39a-cd72d85edc16
2026-06-11 14:09:56.672056+00:00,2026-06-11 14:09:56.772802+00:00,,NET260717P00220000,us_option,buy,market,2,2,16,,,filled,f2d15f23-5e6a-416c-a1b7-d81201eee3da
2026-06-11 14:09:45.243692+00:00,2026-06-11 14:09:45.567101+00:00,,ZM260717P00105000,us_option,buy,market,3,3,14.25,,,filled,595bb4dd-4e57-47df-af7b-7bd80449abd4
2026-06-11 14:09:34.186426+00:00,2026-06-11 14:09:34.272382+00:00,,IBM260717P00325000,us_option,buy,market,2,2,54.15,,,filled,800e9aeb-d5bf-4d11-9e59-6d93d6a6fa33
2026-06-11 14:09:23.391640+00:00,2026-06-11 14:09:23.429541+00:00,,SAP260717P00195000,us_option,buy,market,3,3,32.3,,,filled,ebeca874-9baa-44ff-be33-81abc33e92e6
2026-06-11 14:09:12.884769+00:00,2026-06-11 14:09:12.933318+00:00,,COST260717C00930000,us_option,buy,market,1,1,69.8,,,filled,ccb55795-c06f-4583-b7e7-9ad6921d1919
2026-06-11 14:09:02.753659+00:00,2026-06-11 14:09:02.824012+00:00,,CVX260717C00195000,us_option,buy,market,1,1,5.6,,,filled,9c09e51e-b954-4a38-8390-d0847635eeb2
2026-06-11 14:08:52.785743+00:00,2026-06-11 14:08:52.856452+00:00,,RIVN260717P00015000,us_option,buy,market,3,3,1.2,,,filled,f07644ac-b406-45e6-a84f-8ece8c80a5a8
2026-06-11 14:08:43.095915+00:00,2026-06-11 14:08:43.172615+00:00,,LYFT260821P00013000,us_option,buy,market,3,3,1.25,,,filled,4927e471-27c8-4f07-8ce9-33f96b2d8fbb
2026-06-11 14:08:33.830814+00:00,2026-06-11 14:08:33.848721+00:00,,NKE260717C00042500,us_option,buy,market,1,1,4.4,,,filled,d6fc43c3-cc90-4d2b-b816-cca04ce57537
2026-06-11 14:08:24.870066+00:00,2026-06-11 14:08:24.951600+00:00,,SOFI260717P00016000,us_option,buy,market,3,3,1.21,,,filled,4bb2ca7e-0c0f-4f83-9b6e-3d64352d1b36
2026-06-11 14:08:16.116739+00:00,2026-06-11 14:08:16.152020+00:00,,XLK260717P00175000,us_option,buy,market,2,2,6.65,,,filled,d173af25-cc57-4050-836f-6102af1681d6
2026-06-11 14:08:07.842368+00:00,2026-06-11 14:08:07.881248+00:00,,SMH260717C00620000,us_option,buy,market,2,2,31.3,,,filled,e07b3147-c86e-433b-8ce2-dd6c74000041
2026-06-11 14:07:59.307937+00:00,2026-06-11 14:07:59.422368+00:00,,CRWD260724C00555000,us_option,buy,market,1,1,134.45,,,filled,9cd22113-f8c4-4a29-95b5-e67becd8c4f9
2026-06-11 14:07:51.307476+00:00,2026-06-11 14:07:51.448277+00:00,,WMT260717C00125000,us_option,buy,market,1,1,2.44,,,filled,29afe18e-3668-4964-8f3b-fb01f684b6e7
2026-06-11 14:07:43.708167+00:00,2026-06-11 14:07:43.769826+00:00,,ADBE260717P00225000,us_option,buy,market,3,3,13.9,,,filled,45b0e7b5-7bc1-46f2-8681-c6f4e31602be
2026-06-11 14:07:36.932188+00:00,2026-06-11 14:07:37.010577+00:00,,GOOGL260717P00345000,us_option,buy,market,2,2,11.6,,,filled,5b2fcf7d-6652-4e3a-94b2-3a1186506472
2026-06-11 14:07:30.761670+00:00,2026-06-11 14:07:30.956517+00:00,,TGT260717C00135000,us_option,buy,market,2,2,3.25,,,filled,4f8179d0-6bb8-4647-8466-d58ff48e2585
2026-06-11 14:07:24.733670+00:00,2026-06-11 14:07:24.806105+00:00,,DDOG260717C00230000,us_option,buy,market,2,2,20.35,,,filled,c3f2b507-f32a-4e96-bdf7-4791b183759d
2026-06-11 14:07:18.963701+00:00,2026-06-11 14:07:19.111468+00:00,,AVGO260717P00430000,us_option,buy,market,2,2,57.5,,,filled,bef1825f-e85a-4241-b95f-30b4dd01ab9a
2026-06-11 14:07:12.680542+00:00,2026-06-11 14:07:12.895504+00:00,,TSLA260717P00380000,us_option,buy,market,2,2,19,,,filled,55982954-250d-453d-8d49-285785b013c6
2026-06-11 14:07:07.205941+00:00,2026-06-11 14:07:07.269856+00:00,,ORCL260717P00190000,us_option,buy,market,2,2,18.05,,,filled,2c71011e-604d-4270-931b-2bccf29061b4
2026-06-11 14:07:01.329203+00:00,2026-06-11 14:07:01.395441+00:00,,PEP260717C00150000,us_option,buy,market,1,1,3.1,,,filled,9013efd5-8eca-479c-a68a-7d4f1836fd19
2026-06-11 14:06:56.140040+00:00,2026-06-11 14:06:56.256038+00:00,,UBER260717P00070000,us_option,buy,market,2,2,4.2,,,filled,e790df49-4626-4319-a9a8-58fd6689252e
2026-06-11 14:06:51.443284+00:00,2026-06-11 14:06:51.475076+00:00,,PLTR260717P00145000,us_option,buy,market,3,3,17.9,,,filled,f5c4e57c-97b4-4bab-86df-9dec72f4e47e
2026-06-11 14:06:47.004481+00:00,2026-06-11 14:06:47.025090+00:00,,XLE260717C00060000,us_option,buy,market,1,1,1.32,,,filled,26eadf76-95d8-405e-a7b7-7da7459b54e7
2026-06-11 14:06:42.596749+00:00,2026-06-11 14:06:42.735667+00:00,,META260717P00650000,us_option,buy,market,1,1,89.95,,,filled,18e94426-4393-4405-a91c-7723340e89a6
2026-06-11 14:06:38.492276+00:00,2026-06-11 14:06:38.543685+00:00,,JNJ260717C00230000,us_option,buy,market,2,2,15.25,,,filled,4b7da293-d5e1-4c52-9eb9-72d1d117a8ad
2026-06-11 14:06:34.759480+00:00,2026-06-11 14:06:34.830044+00:00,,PFE260717C00027000,us_option,buy,market,1,1,0.45,,,filled,321e9d53-7129-4888-9bd2-8a9d1060ed8c
2026-06-11 14:06:31.192917+00:00,2026-06-11 14:06:31.251219+00:00,,AMD260717C00430000,us_option,buy,market,1,1,71.6,,,filled,ffac6a6d-28c1-4fe9-a90d-ec3603cc9782
2026-06-11 14:06:27.647945+00:00,2026-06-11 14:06:27.671012+00:00,,F260717P00014000,us_option,buy,market,3,3,0.6,,,filled,d233a6cd-2688-4dc9-828d-064015bbf4b6
2026-06-11 14:06:24.451748+00:00,2026-06-11 14:06:24.511175+00:00,,INTC260717C00120000,us_option,buy,market,3,3,12.75,,,filled,5baf60f4-76bd-44b7-99b0-939316a23aef
2026-06-10 19:46:35.947448+00:00,2026-06-10 19:46:36.040764+00:00,,CVS260717C00100000,us_option,sell,market,2,2,2.66,,,filled,40968aa3-d0d9-441c-9557-76d0c44d4074
2026-06-10 19:46:35.694101+00:00,2026-06-10 19:46:35.813567+00:00,,V260717C00335000,us_option,sell,market,1,1,5.45,,,filled,63dc7a5d-68b9-4696-985f-6cc6ef49ec58
2026-06-10 19:46:35.446734+00:00,2026-06-10 19:46:35.587795+00:00,,RR260710P00002500,us_option,sell,market,3,3,0.43,,,filled,8dea2c8b-9ab4-4ec7-a1a6-148a7043d4d4
2026-06-10 19:46:35.230331+00:00,2026-06-10 19:46:35.335872+00:00,,CVX260717C00200000,us_option,sell,market,1,1,3.8,,,filled,f7d0fe33-b919-4908-8387-62cb6f013355
2026-06-10 19:46:35.017638+00:00,2026-06-10 19:46:35.229458+00:00,,HD260717C00330000,us_option,sell,market,3,3,7.7,,,filled,40037358-adc8-4191-a704-112d9f49becc
2026-06-10 19:46:34.754093+00:00,2026-06-10 19:46:34.870762+00:00,,SO260710C00096000,us_option,sell,market,2,2,1.5,,,filled,13479e17-1752-4a89-9eb3-ecfa1f5e6143
2026-06-10 19:46:34.382009+00:00,2026-06-10 19:46:34.405473+00:00,,PEP260717C00145000,us_option,sell,market,2,2,4.7,,,filled,e65c881d-d9d6-4bfb-920a-24a3ae8fbf22
2026-06-10 19:46:33.831739+00:00,2026-06-10 19:46:33.953622+00:00,,MRK260717P00115000,us_option,sell,market,2,2,2.75,,,filled,4d79e7c0-94eb-4d0b-a7c9-0dd0630e27c1
2026-06-10 19:46:33.616806+00:00,2026-06-10 19:46:33.838629+00:00,,JNJ260717C00250000,us_option,sell,market,2,2,3.7,,,filled,7c7c75f8-c2f0-4baa-8d05-58588cb0a23e
2026-06-10 19:46:33.370328+00:00,2026-06-10 19:46:33.603493+00:00,,MO260717C00060000,us_option,sell,market,2,2,12.2,,,filled,210a9c1d-15df-4fe8-8893-5af4ac5f5e26
2026-06-10 19:46:33.138481+00:00,2026-06-10 19:46:33.251563+00:00,,KO260717C00072500,us_option,sell,market,3,3,10.4,,,filled,28e2f82d-d0cd-4fed-bf80-f2b49e1f754f
2026-06-10 19:46:32.923402+00:00,2026-06-10 19:46:33.002154+00:00,,ADBE260717P00225000,us_option,sell,market,2,2,11.35,,,filled,a187f696-07f8-440f-912d-c96beadcdc61
2026-06-10 19:46:32.700558+00:00,2026-06-10 19:46:32.771892+00:00,,ABBV260717C00195000,us_option,sell,market,1,1,30.75,,,filled,d5cba659-0000-4104-868b-06abce4d8609
2026-06-10 19:46:32.485557+00:00,2026-06-10 19:46:32.538951+00:00,,UNH260717C00330000,us_option,sell,market,1,1,74.65,,,filled,7d675d79-67a7-4631-8224-61b8cc9e55a5
2026-06-10 19:46:32.272187+00:00,2026-06-10 19:46:32.295355+00:00,,CRM260717P00175000,us_option,sell,market,3,3,11.05,,,filled,8b4242ed-799f-4a1b-b31d-8c10b78788ed
2026-06-10 19:46:32.060735+00:00,2026-06-10 19:46:32.179700+00:00,,ORCL260717P00210000,us_option,sell,market,3,3,23.25,,,filled,8adea66a-74cd-48c9-b737-9007d0c4bb14
2026-06-10 19:46:18.223556+00:00,2026-06-10 19:46:18.279697+00:00,,META260717P00570000,us_option,sell,market,2,2,22.45,,,filled,3ae26fc4-a62c-487d-88ba-4ee54c5f3fd5
2026-06-10 19:30:44.209098+00:00,2026-06-10 19:30:44.285235+00:00,,SCHW260717C00092500,us_option,sell,market,1,1,2.28,,,filled,58ff2fc6-984e-4629-8c12-66eb1ddb5e71
2026-06-10 18:42:52.226593+00:00,2026-06-10 18:42:52.338981+00:00,,CVS260717C00100000,us_option,buy,market,2,2,3.1,,,filled,830f5500-cb29-4b39-9aef-cb4ce55d76e8
2026-06-10 18:42:44.511202+00:00,2026-06-10 18:42:44.537812+00:00,,V260717C00335000,us_option,buy,market,1,1,6.35,,,filled,f6a4eb7b-7d18-45e9-b402-2d88a342dc48
2026-06-10 18:24:41.875214+00:00,2026-06-10 18:24:41.999941+00:00,,RR260710P00002500,us_option,buy,market,3,3,0.52,,,filled,b0bb8ae9-25e7-462e-8323-455b5a383c4f
2026-06-10 18:06:16.941661+00:00,2026-06-10 18:06:16.974327+00:00,,AMD260717P00470000,us_option,sell,market,2,2,47.05,,,filled,702a6875-7fd8-4a3e-a328-926bcab5b0fb
2026-06-10 18:06:15.890149+00:00,2026-06-10 18:06:15.919341+00:00,,TSLA260717P00390000,us_option,sell,market,3,3,25.05,,,filled,a26fff34-b912-4a37-b566-6cf28c925ff8
2026-06-10 17:50:06.390446+00:00,2026-06-10 17:50:06.435275+00:00,,QQQ260710P00691000,us_option,sell,market,2,2,18.67,,,filled,f458feb2-e9f4-413c-b6a7-8077266733af
2026-06-10 17:50:05.271672+00:00,2026-06-10 17:50:05.356441+00:00,,INTC260717P00115000,us_option,sell,market,2,2,15.85,,,filled,4bf4be30-f960-4afd-9955-564bbb3c9565
2026-06-10 17:50:04.192765+00:00,2026-06-10 17:50:04.293757+00:00,,SPY260710P00720000,us_option,sell,market,2,2,10.72,,,filled,11bde624-3565-4507-93ac-7e31c11a3ec8
2026-06-10 17:50:01.366772+00:00,2026-06-10 17:50:01.438352+00:00,,PG260717C00150000,us_option,sell,market,2,2,3.65,,,filled,6082701a-7155-4108-b4ba-3c17f4099e96
2026-06-10 17:49:53.198943+00:00,2026-06-10 17:49:53.297787+00:00,,GOOGL260717P00355000,us_option,sell,market,2,2,12.5,,,filled,29a9ad4c-8a70-4a7f-8db3-75518295333a
2026-06-10 17:49:39.373507+00:00,2026-06-10 17:49:39.389306+00:00,,AVGO260717P00370000,us_option,sell,market,2,2,19.35,,,filled,14298131-da5e-4f39-82ca-e96551acc29e
2026-06-10 17:32:46.680435+00:00,2026-06-10 17:32:46.704264+00:00,,BAC260717C00052500,us_option,sell,market,2,2,3.6,,,filled,62067b95-b0a0-443c-b4e1-99b999f95fa5
2026-06-10 17:17:44.888789+00:00,2026-06-10 17:17:45.003498+00:00,,CVX260717C00200000,us_option,buy,market,1,1,4.55,,,filled,4b99c30c-ccdc-4420-a45d-8c69a031b994
2026-06-10 16:26:10.238327+00:00,2026-06-10 16:26:10.277232+00:00,,ENB260717C00057500,us_option,sell,market,1,1,1,,,filled,80de571c-c26c-4587-a697-2a747da0b0a4
2026-06-10 16:10:46.654810+00:00,2026-06-10 16:10:46.785780+00:00,,HD260717C00330000,us_option,buy,market,3,3,8.95,,,filled,a8b430e5-2bc3-485e-a97d-065e588860dd
2026-06-10 16:10:36.928184+00:00,2026-06-10 16:10:36.974088+00:00,,SO260710C00096000,us_option,buy,market,2,2,1.45,,,filled,e6be75a5-ab5d-484b-a1cc-1daa36ec9d76
2026-06-10 16:10:27.058300+00:00,2026-06-10 16:10:27.135018+00:00,,QQQ260710P00691000,us_option,buy,market,2,2,19.13,,,filled,d04bc4b0-65b8-46b5-ad26-1ae45d8f44c8
2026-06-10 16:10:17.419765+00:00,2026-06-10 16:10:17.463423+00:00,,INTC260717P00115000,us_option,buy,market,2,2,16.45,,,filled,dcd0ae91-f725-431e-9860-bf9cc0ee0de4
2026-06-10 16:10:08.571372+00:00,2026-06-10 16:10:08.748000+00:00,,SPY260710P00720000,us_option,buy,market,2,2,11.07,,,filled,a36f2369-1573-4a74-a405-b46a67eac9a2
2026-06-10 16:09:59.223430+00:00,2026-06-10 16:09:59.261414+00:00,,META260717P00570000,us_option,buy,market,2,2,20.65,,,filled,d292d917-ad11-4c29-8deb-d9f1056f610f
2026-06-10 16:09:51.287842+00:00,2026-06-10 16:09:51.417961+00:00,,PG260717C00150000,us_option,buy,market,2,2,4.5,,,filled,4c0cb26f-ffd6-464a-b50c-e6b2d2181901
2026-06-10 16:09:43.492758+00:00,2026-06-10 16:09:43.533034+00:00,,SCHW260717C00092500,us_option,buy,market,1,1,2.2,,,filled,43a0315e-cba6-42f1-be39-3005f1df8a8a
2026-06-10 16:09:36.071078+00:00,2026-06-10 16:09:36.117744+00:00,,PEP260717C00145000,us_option,buy,market,2,2,5.2,,,filled,5953835a-396d-45cb-9a98-0418a822a236
2026-06-10 16:09:28.918201+00:00,2026-06-10 16:09:28.932779+00:00,,MRK260717P00115000,us_option,buy,market,2,2,3.4,,,filled,2740fbc8-add1-45c7-ae28-a2eaf792c78b
2026-06-10 16:09:21.861356+00:00,2026-06-10 16:09:21.975658+00:00,,GOOGL260717P00355000,us_option,buy,market,2,2,12.4,,,filled,967c3fe2-0d2b-449e-9eac-32e6c722ff58
2026-06-10 16:09:14.970783+00:00,2026-06-10 16:09:15.098700+00:00,,JNJ260717C00250000,us_option,buy,market,2,2,4.15,,,filled,8c690bd8-d68a-435b-803b-6283bcca4a46
2026-06-10 16:02:35.712936+00:00,2026-06-10 16:02:35.782402+00:00,,SPY260710P00720000,us_option,sell,market,2,2,10.75,,,filled,e5c87825-efd8-4085-b566-6756ce137db4
2026-06-10 16:02:34.669849+00:00,2026-06-10 16:02:34.750266+00:00,,INTC260717P00105000,us_option,sell,market,2,2,9.85,,,filled,47d3f359-13c8-43a1-af3e-d676ec14c504
2026-06-10 16:02:30.231174+00:00,2026-06-10 16:02:30.327080+00:00,,PG260821C00155000,us_option,sell,market,2,2,4,,,filled,18335c9f-4652-4425-94ac-fef12c38edd0
2026-06-10 16:02:25.755949+00:00,2026-06-10 16:02:25.785848+00:00,,QQQ260710P00700000,us_option,sell,market,2,2,21.81,,,filled,184a2647-1b0a-464a-83ff-8939c833ead2
2026-06-10 16:02:24.600443+00:00,2026-06-10 16:02:24.645235+00:00,,META260717P00575000,us_option,sell,market,2,2,22.1,,,filled,be2172d4-359a-495b-bf66-d7c1b9cce389
2026-06-10 15:56:11.517368+00:00,2026-06-10 15:56:11.617348+00:00,,ENB260717C00057500,us_option,buy,market,1,1,1.2,,,filled,62021738-21ed-407c-a6eb-032a84c5e39b
2026-06-10 15:56:03.898430+00:00,2026-06-10 15:56:03.938957+00:00,,MO260717C00060000,us_option,buy,market,2,2,13.6,,,filled,6fa8ae7b-9271-4777-aac9-b95656924aea
2026-06-10 15:55:56.822741+00:00,2026-06-10 15:55:56.848959+00:00,,KO260717C00072500,us_option,buy,market,3,3,11.4,,,filled,2b222486-88e1-4168-b92d-aea70338fa56
2026-06-10 15:51:48.103661+00:00,2026-06-10 15:51:48.166716+00:00,,SCHW260717C00092500,us_option,sell,market,1,1,1.96,,,filled,deed662f-838c-4934-ae8f-7e3c3852a4e4
2026-06-10 15:51:34.242125+00:00,2026-06-10 15:51:34.290735+00:00,,PEP260717C00150000,us_option,sell,market,2,2,3,,,filled,fa8c9071-47e6-42ce-967c-1ac3414b4be7
2026-06-10 15:47:59.951437+00:00,2026-06-10 15:48:00.024647+00:00,,SPY260710C00729000,us_option,sell,market,1,1,16.4,,,filled,3359b7a7-0952-40e4-9674-055d465c75cb
2026-06-10 15:35:43.324107+00:00,2026-06-10 15:35:43.382078+00:00,,ADBE260717P00225000,us_option,buy,market,2,2,11,,,filled,aab0e6ef-9704-4f6a-8f8b-a720b25fca26
2026-06-10 15:34:28.963080+00:00,2026-06-10 15:34:29.003850+00:00,,SPY260710C00729000,us_option,buy,market,1,1,16.74,,,filled,3b2705b4-3d94-4bf8-a118-c259ab591df3
2026-06-10 15:31:04.453868+00:00,2026-06-10 15:31:04.496088+00:00,,ADBE260717P00235000,us_option,sell,market,3,3,14.3,,,filled,28b18ca8-e93a-4fc1-9316-b5c919c980fd
2026-06-10 15:30:43.758765+00:00,2026-06-10 15:30:43.816645+00:00,,KO260717C00072500,us_option,sell,market,3,3,10.85,,,filled,e5bd1b47-4dc7-4c40-9c20-ff066f588a4d
2026-06-10 15:17:25.957155+00:00,2026-06-10 15:17:26.009224+00:00,,SCHW260717C00092500,us_option,buy,market,1,1,2.42,,,filled,51b14a6c-da7d-418f-a617-03a8f930f177
2026-06-10 15:17:19.133467+00:00,2026-06-10 15:17:19.158770+00:00,,SPY260710P00720000,us_option,buy,market,2,2,11.16,,,filled,2c0ef295-50d0-4867-bd9f-de221e35d20f
2026-06-10 15:13:51.089089+00:00,2026-06-10 15:13:51.173972+00:00,,HD260717C00330000,us_option,sell,market,2,2,8.3,,,filled,e2b3afa8-4ed7-4967-8925-a539b43728e5
2026-06-10 14:04:47.051780+00:00,2026-06-10 14:04:47.123130+00:00,,INTC260717P00105000,us_option,buy,market,2,2,9.7,,,filled,490dd6cd-c5b2-4bdf-91a9-627c97a30f57
2026-06-10 14:04:40.369882+00:00,2026-06-10 14:04:40.383054+00:00,,ABBV260717C00195000,us_option,buy,market,1,1,33.55,,,filled,ccdb9c49-7259-4343-ad87-c8b0fd7b06c4
2026-06-10 14:04:33.649826+00:00,2026-06-10 14:04:33.743129+00:00,,UNH260717C00330000,us_option,buy,market,1,1,84,,,filled,74e04d62-0934-41c7-8422-9fe0fa3079da
2026-06-10 13:56:33.784487+00:00,2026-06-10 13:56:33.966243+00:00,,PG260821C00155000,us_option,buy,market,2,2,4.2,,,filled,6caa886a-2ed6-4c84-8a81-c49c062309fa
2026-06-10 13:56:26.393280+00:00,2026-06-10 13:56:26.483958+00:00,,HD260717C00330000,us_option,buy,market,2,2,8.8,,,filled,940b0ea0-57bd-415b-885f-804ef9c61ade
2026-06-10 13:56:20.826798+00:00,2026-06-10 13:56:20.928873+00:00,,ADBE260717P00235000,us_option,buy,market,3,3,15.2,,,filled,d3ff04d2-cbd7-48e9-9d8d-c1968c2bc276
2026-06-10 13:56:15.233386+00:00,2026-06-10 13:56:15.298566+00:00,,AMD260717P00470000,us_option,buy,market,2,2,42.85,,,filled,1934e26b-061e-46b0-8460-61126110aec4
2026-06-10 13:56:09.896476+00:00,2026-06-10 13:56:09.954757+00:00,,AVGO260717P00370000,us_option,buy,market,2,2,21.3,,,filled,d3446c96-2a83-4836-bcac-65230e95ca72
2026-06-10 13:56:04.614006+00:00,2026-06-10 13:56:04.714376+00:00,,PEP260717C00150000,us_option,buy,market,2,2,3.1,,,filled,4dcc9c4d-fed1-40e4-87f5-544f84057951
2026-06-10 13:55:59.481756+00:00,2026-06-10 13:55:59.567056+00:00,,QQQ260710P00700000,us_option,buy,market,2,2,18.7,,,filled,a801cd02-0f1b-4b31-b7ca-69c0ef0e632b
2026-06-10 13:55:54.912839+00:00,2026-06-10 13:55:54.952062+00:00,,META260717P00575000,us_option,buy,market,2,2,18.6,,,filled,77a0a6fd-d948-4f5d-8032-f1521de4d044
2026-06-10 13:55:50.738546+00:00,2026-06-10 13:55:50.876495+00:00,,TSLA260717P00390000,us_option,buy,market,3,3,21.75,,,filled,2a4b700c-4a4a-422a-bece-eeb923f69c67
2026-06-10 13:55:46.669458+00:00,2026-06-10 13:55:46.747725+00:00,,CRM260717P00175000,us_option,buy,market,3,3,10.05,,,filled,28962c16-326a-4205-8bfa-54aef8f44632
2026-06-10 13:55:42.391953+00:00,2026-06-10 13:55:42.438439+00:00,,ORCL260717P00210000,us_option,buy,market,3,3,20.4,,,filled,1675433e-d844-49d2-b864-6abae3743724
2026-06-10 13:55:38.621252+00:00,2026-06-10 13:55:38.705842+00:00,,BAC260717C00052500,us_option,buy,market,2,2,3.75,,,filled,7d6f65c9-6028-4629-99b0-b61b91858063
2026-06-10 13:55:35.242056+00:00,2026-06-10 13:55:35.324936+00:00,,KO260717C00072500,us_option,buy,market,3,3,10.7,,,filled,defe74fc-b2f4-4b70-bd32-39e433467af4
2026-06-09 19:45:24.283415+00:00,2026-06-09 19:45:24.293063+00:00,,KO260717C00075000,us_option,sell,market,2,2,6.05,,,filled,675e9672-4914-4de0-b631-265ff41d0d37
2026-06-09 19:45:24.071575+00:00,2026-06-09 19:45:24.182303+00:00,,XOM260717P00145000,us_option,sell,market,2,2,4.05,,,filled,57e84e3a-1fc9-4be7-8456-f23452a8a999
2026-06-09 19:45:23.836301+00:00,2026-06-09 19:45:24.069100+00:00,,HD260717C00310000,us_option,sell,market,2,2,18.2,,,filled,b6e8c494-ad35-4b79-b821-d198327322c3
2026-06-09 19:45:23.616963+00:00,2026-06-09 19:45:23.712783+00:00,,UNH260717C00400000,us_option,sell,market,3,3,22.15,,,filled,f2be80d3-56e5-4baa-b25a-8033cc36327d
2026-06-09 19:45:19.030659+00:00,2026-06-09 19:45:19.143384+00:00,,ABT260717C00095000,us_option,sell,market,2,2,1.95,,,filled,b30d8524-9fdb-4a34-9564-297f490bf139
2026-06-09 19:30:09.255939+00:00,2026-06-09 19:30:09.347472+00:00,,CVS260717C00100000,us_option,sell,market,2,2,2.5,,,filled,3b91a5e2-161d-40d2-a944-4923f4a07847
2026-06-09 18:06:55.129717+00:00,2026-06-09 18:06:55.250669+00:00,,ADBE260717P00240000,us_option,sell,market,3,3,17.6,,,filled,33f66998-74a9-45c9-806d-e45a2d31f725
2026-06-09 17:49:58.141350+00:00,2026-06-09 17:49:58.158916+00:00,,META260717P00680000,us_option,sell,market,1,1,92.9,,,filled,c1ae5326-a58a-46fd-a76c-2b1a7a217f9b
2026-06-09 17:33:36.744177+00:00,2026-06-09 17:33:36.848152+00:00,,QQQ260710P00680000,us_option,sell,market,2,2,14.24,,,filled,e1cf5b79-970f-4771-8fb6-62c8174e9817
2026-06-09 17:33:25.843160+00:00,2026-06-09 17:33:25.917480+00:00,,ORCL260717P00210000,us_option,sell,market,2,2,22,,,filled,a96aa91c-e024-4150-958b-f6da1e5c3451
2026-06-09 17:33:23.111358+00:00,2026-06-09 17:33:23.226276+00:00,,CRM260717P00170000,us_option,sell,market,3,3,7.75,,,filled,8e45e458-7d8b-46d4-94bd-b92de53bca65
2026-06-09 17:17:17.532484+00:00,2026-06-09 17:17:17.642956+00:00,,GOOGL260717P00360000,us_option,sell,market,2,2,13.25,,,filled,569eae47-1336-4bfb-93ba-5b3b6df0ad93
2026-06-09 17:17:11.222247+00:00,2026-06-09 17:17:11.246100+00:00,,AVGO260717P00390000,us_option,sell,market,2,2,28.85,,,filled,d9446b1f-77c3-4a89-a92f-9b432801b76a
2026-06-09 17:17:08.274023+00:00,2026-06-09 17:17:08.289735+00:00,,PG260717C00150000,us_option,sell,market,2,2,3.75,,,filled,59b56d72-ebbb-4a23-bb0b-b3e7e097f123
2026-06-09 17:17:07.230411+00:00,2026-06-09 17:17:07.281877+00:00,,JNJ260717C00240000,us_option,sell,market,2,2,6.15,,,filled,6b00ee68-1a53-4593-a8c0-379ae65d561c
2026-06-09 17:17:00.520170+00:00,2026-06-09 17:17:00.606358+00:00,,AMD260717P00520000,us_option,sell,market,1,1,83.65,,,filled,79630b42-d068-4613-a828-bcb974d23ee9
2026-06-09 17:01:56.988665+00:00,2026-06-09 17:01:57.032383+00:00,,QQQ260710P00680000,us_option,buy,market,2,2,17.78,,,filled,ab3f3744-3e53-45f0-84f8-33752bc96a0a
2026-06-09 16:59:31.467838+00:00,2026-06-09 16:59:31.572006+00:00,,SPY260710P00720000,us_option,sell,market,2,2,12.58,,,filled,802ad461-1398-49a1-914d-b7034d8797cc
2026-06-09 16:59:09.780491+00:00,2026-06-09 16:59:09.859742+00:00,,TSLA260717P00405000,us_option,sell,market,1,1,33.85,,,filled,c5b2bd86-281d-4b9a-912a-07c01aa13b91
2026-06-09 16:08:04.549395+00:00,2026-06-09 16:08:04.650959+00:00,,KO260717C00075000,us_option,buy,market,2,2,6.75,,,filled,d36ef55d-de2a-4ece-ba1f-43c2278f469a
2026-06-09 16:07:57.295310+00:00,2026-06-09 16:07:57.360430+00:00,,XOM260717P00145000,us_option,buy,market,2,2,4.4,,,filled,6b02b18b-9d22-4d7e-a469-6e5412a1b7a3
2026-06-09 16:07:50.420953+00:00,2026-06-09 16:07:50.454839+00:00,,SPY260710P00720000,us_option,buy,market,2,2,11.25,,,filled,2147c127-0aa6-4e23-8350-85e5befc0b97
2026-06-09 16:07:43.925395+00:00,2026-06-09 16:07:44.019004+00:00,,GOOGL260717P00360000,us_option,buy,market,2,2,14.4,,,filled,663f17b4-a4b8-46de-922d-f3b5fc966fa6
2026-06-09 16:07:38.225451+00:00,2026-06-09 16:07:38.333062+00:00,,CVS260717C00100000,us_option,buy,market,2,2,2.71,,,filled,55543ad0-81d4-4274-872a-7f3de4efd66c
2026-06-09 16:03:13.535998+00:00,2026-06-09 16:03:13.565037+00:00,,CVS260717C00100000,us_option,sell,market,2,2,2.35,,,filled,b0e9f54b-d2b7-4909-aeab-acf45799c8ce
2026-06-09 15:24:44.492086+00:00,2026-06-09 15:24:44.514659+00:00,,ABT260717C00095000,us_option,buy,market,2,2,2.6,,,filled,3dd49930-bc64-48d1-841e-45f60720eb6c
