timestamp,equity,profit_loss,profit_loss_pct
2026-05-21 00:00:00,865916.63,2246.39,0.0026
2026-05-22 00:00:00,865966.56,49.93,0.0001
2026-05-23 00:00:00,867948.3,1981.74,0.0023
2026-05-27 00:00:00,870319.7,2371.4,0.0027
2026-05-28 00:00:00,869508.64,-811.06,-0.0009
2026-05-29 00:00:00,871856.4,2347.76,0.0027
2026-05-30 00:00:00,870703.71,-1152.69,-0.0013
2026-06-02 00:00:00,870795.63,91.92,0.0001
2026-06-03 00:00:00,871492.18,696.55,0.0008
2026-06-04 00:00:00,872869.71,1377.53,0.0016
2026-06-05 00:00:00,872274.37,-595.34,-0.0007
2026-06-06 00:00:00,867440.81,-4833.56,-0.0055
2026-06-09 00:00:00,868263.7,822.89,0.0009
2026-06-10 00:00:00,867744.8,-518.9,-0.0006
2026-06-11 00:00:00,868132.53,387.73,0.0004
2026-06-12 00:00:00,858169.52,-9963.01,-0.0115
2026-06-13 00:00:00,860086.44,1916.92,0.0022
2026-06-16 00:00:00,856679.97,-3406.47,-0.004
2026-06-17 00:00:00,857436.57,756.6,0.0009
2026-06-18 00:00:00,857409.71,-26.86,0.0
2026-06-19 00:00:00,861871.32,4461.61,0.0052
2026-06-23 00:00:00,854730.13,-7141.19,-0.0083
2026-06-24 00:00:00,851862.94,-2867.19,-0.0034
2026-06-25 00:00:00,844472.69,-7390.25,-0.0087
2026-06-26 00:00:00,841775.61,-2697.08,-0.0032
